numero_commande,date_commande,client,montant_total_commande,sku_produit,produit_designation,quantite,prix_unitaire_cad,sous_total_ligne_cad
CMD-0007474,2023-02-23,Moteurs & Cie,6702.8,CAL-00818,Plaquettes AR (Brembo),10,55.64,556.4
CMD-0007475,2023-11-21,Centre Auto Plus,3381.18,SUS-25984,Ressort hélicoïdal (Moog),10,328.88,3288.8
CMD-0007475,2023-11-21,Centre Auto Plus,3381.18,BEL-09507,Thermostat piloté (Valeo),1,92.38,92.38
CMD-0007476,2023-05-01,Garage du Centre,1608.56,STR-11037,Ressort hélicoïdal (Sachs),1,44.21,44.21
CMD-0007476,2023-05-01,Garage du Centre,1608.56,STR-45703,Rotule de direction (Bilstein),2,91.38,182.76
CMD-0007476,2023-05-01,Garage du Centre,1608.56,AIR-48392,Filtre carburant diesel (Mahle),3,32.5,97.5
CMD-0007476,2023-05-01,Garage du Centre,1608.56,SUS-28870,Amortisseur bitube (Moog),2,221.57,443.14
CMD-0007476,2023-05-01,Garage du Centre,1608.56,ROT-11893,Disque ventilé (TRW),11,76.45,840.95
CMD-0007477,2023-12-13,Carrosserie Moderne,334.38,ALT-46530,Démarreur 1.8kW (Delphi),6,55.73,334.38
CMD-0007478,2023-09-26,Garage Royal,5834.68,ARM-26734,Rotule de direction (KYB),8,317.43,2539.44
CMD-0007478,2023-09-26,Garage Royal,5834.68,BEL-02449,Radiateur alu (SKF),4,360.88,1443.52
CMD-0007478,2023-09-26,Garage Royal,5834.68,WAT-13691,Courroie accessoire (Nissens),10,108.48,1084.8
CMD-0007478,2023-09-26,Garage Royal,5834.68,ARM-01095,Rotule de direction (Sachs),11,69.72,766.92
CMD-0007479,2023-06-08,Auto Clinic,1164.6,STR-37863,Capteur vilebrequin (Valeo),1,287.82,287.82
CMD-0007479,2023-06-08,Auto Clinic,1164.6,STR-41856,Capteur vilebrequin (NGK),6,146.13,876.78
CMD-0007480,2023-06-26,Mécanique Rapide Inc.,3981.19,ROT-10124,Plaquettes AV (Bosch),5,23.43,117.15
CMD-0007480,2023-06-26,Mécanique Rapide Inc.,3981.19,RAD-42710,Kit distribution + pompe (Valeo),8,285.35,2282.8
CMD-0007480,2023-06-26,Mécanique Rapide Inc.,3981.19,CAL-34513,Étrier reconditionné (TRW),12,131.77,1581.24
CMD-0007481,2023-07-01,Carrosserie Moderne,7134.65,ROT-23500,Flexible de frein (TRW),9,116.53,1048.77
CMD-0007481,2023-07-01,Carrosserie Moderne,7134.65,AIR-37823,Filtre à air (Mahle),6,47.36,284.16
CMD-0007481,2023-07-01,Carrosserie Moderne,7134.65,STR-21555,Rotule de direction (Monroe),10,255.72,2557.2
CMD-0007481,2023-07-01,Carrosserie Moderne,7134.65,CAL-30132,Disque ventilé (Bosch),8,55.84,446.72
CMD-0007481,2023-07-01,Carrosserie Moderne,7134.65,CAL-42058,Plaquettes AV (TRW),12,99.19,1190.28
CMD-0007481,2023-07-01,Carrosserie Moderne,7134.65,ALT-13278,Capteur vilebrequin (Denso),6,267.92,1607.52
CMD-0007482,2023-03-18,Garage du Centre,7404.93,ROT-23309,Plaquettes AR (Bosch),7,50.41,352.87
CMD-0007482,2023-03-18,Garage du Centre,7404.93,WAT-47922,Courroie accessoire (Valeo),11,286.27,3148.97
CMD-0007482,2023-03-18,Garage du Centre,7404.93,CAB-15420,Filtre à huile (Wix),8,11.27,90.16
CMD-0007482,2023-03-18,Garage du Centre,7404.93,SEN-13973,Bobine d'allumage (NGK),10,308.92,3089.2
CMD-0007482,2023-03-18,Garage du Centre,7404.93,RAD-08932,Kit distribution + pompe (Nissens),7,103.39,723.73
CMD-0007483,2023-11-22,Mécanique Rapide Inc.,2277.93,CAL-29634,Plaquettes AR (Brembo),7,79.23,554.61
CMD-0007483,2023-11-22,Mécanique Rapide Inc.,2277.93,ARM-18778,Rotule de direction (Sachs),11,123.53,1358.83
CMD-0007483,2023-11-22,Mécanique Rapide Inc.,2277.93,CAL-40730,Étrier reconditionné (TRW),7,52.07,364.49
CMD-0007484,2023-08-12,Garage Tremblay,6508.71,SUS-27262,Rotule de direction (Monroe),1,89.39,89.39
CMD-0007484,2023-08-12,Garage Tremblay,6508.71,SEN-43600,Alternateur 140A (Valeo),12,341.21,4094.52
CMD-0007484,2023-08-12,Garage Tremblay,6508.71,RAD-26320,Radiateur alu (Gates),6,189.34,1136.04
CMD-0007484,2023-08-12,Garage Tremblay,6508.71,CAL-36775,Étrier reconditionné (Bosch),4,255.91,1023.64
CMD-0007484,2023-08-12,Garage Tremblay,6508.71,CAB-16341,Filtre à huile (Mahle),6,27.52,165.12
CMD-0007485,2023-03-26,Garage du Centre,3456.47,CAL-06252,Plaquettes AR (Textar),2,44.98,89.96
CMD-0007485,2023-03-26,Garage du Centre,3456.47,ARM-26734,Rotule de direction (KYB),5,317.43,1587.15
CMD-0007485,2023-03-26,Garage du Centre,3456.47,FLT-36023,Filtre à huile (Purflux),4,13.24,52.96
CMD-0007485,2023-03-26,Garage du Centre,3456.47,ALT-01708,Alternateur 140A (Denso),8,215.8,1726.4
CMD-0007486,2023-02-13,Atelier Mécanique 360,1188.25,BRK-12977,Disque ventilé (Ferodo),1,76.77,76.77
CMD-0007486,2023-02-13,Atelier Mécanique 360,1188.25,CAL-33732,Plaquettes AV (Bosch),8,101.29,810.32
CMD-0007486,2023-02-13,Atelier Mécanique 360,1188.25,RAD-40004,Courroie accessoire (Continental),2,150.58,301.16
CMD-0007487,2023-09-21,Garage Royal,4893.5,STR-33815,Bobine d'allumage (Denso),7,221.99,1553.93
CMD-0007487,2023-09-21,Garage Royal,4893.5,STR-00660,Démarreur 1.8kW (Valeo),5,107.67,538.35
CMD-0007487,2023-09-21,Garage Royal,4893.5,ALT-21616,Sonde Lambda amont (Valeo),3,388.25,1164.75
CMD-0007487,2023-09-21,Garage Royal,4893.5,RAD-01169,Kit distribution + pompe (Continental),6,234.87,1409.22
CMD-0007487,2023-09-21,Garage Royal,4893.5,STR-45873,Amortisseur bitube (Moog),1,227.25,227.25
CMD-0007488,2023-04-08,Garage Tremblay,5131.15,ROT-09941,Plaquettes AV (TRW),11,53.33,586.63
CMD-0007488,2023-04-08,Garage Tremblay,5131.15,STR-42750,Ressort hélicoïdal (Sachs),9,258.81,2329.29
CMD-0007488,2023-04-08,Garage Tremblay,5131.15,CAB-15420,Filtre à huile (Wix),1,11.27,11.27
CMD-0007488,2023-04-08,Garage Tremblay,5131.15,SEN-34217,Démarreur 1.8kW (Denso),2,478.85,957.7
CMD-0007488,2023-04-08,Garage Tremblay,5131.15,STR-01648,Bobine d'allumage (Delphi),6,207.71,1246.26
CMD-0007489,2023-11-02,Garage Tremblay,807.72,WAT-15619,Courroie accessoire (Gates),2,269.96,539.92
CMD-0007489,2023-11-02,Garage Tremblay,807.72,AIR-12056,Filtre à huile (Purflux),10,26.78,267.8
CMD-0007490,2023-08-14,Atelier Mécanique 360,669.51,SEN-37032,Bobine d'allumage (Valeo),2,78.12,156.24
CMD-0007490,2023-08-14,Atelier Mécanique 360,669.51,STR-48673,Alternateur 140A (Delphi),3,37.45,112.35
CMD-0007490,2023-08-14,Atelier Mécanique 360,669.51,CAL-47054,Disque ventilé (Textar),2,139.5,279.0
CMD-0007490,2023-08-14,Atelier Mécanique 360,669.51,CAB-32513,Filtre habitacle charbon (Purflux),4,30.48,121.92
CMD-0007491,2023-05-06,Carrosserie Moderne,1141.69,RAD-36407,Courroie accessoire (Nissens),11,103.79,1141.69
CMD-0007492,2023-03-03,Pièces Auto Dépôt,983.6,BRK-14877,Plaquettes AR (Textar),10,98.36,983.6
CMD-0007493,2023-08-23,Auto Clinic,10500.14,BRK-11687,Plaquettes AV (Ferodo),4,168.16,672.64
CMD-0007493,2023-08-23,Auto Clinic,10500.14,ALT-35824,Bobine d'allumage (Delphi),6,339.75,2038.5
CMD-0007493,2023-08-23,Auto Clinic,10500.14,ALT-25169,Capteur vilebrequin (Valeo),10,397.53,3975.3
CMD-0007493,2023-08-23,Auto Clinic,10500.14,BRK-42428,Disque ventilé (Brembo),9,201.1,1809.9
CMD-0007493,2023-08-23,Auto Clinic,10500.14,SUS-48526,Amortisseur bitube (Moog),10,200.38,2003.8
CMD-0007494,2023-12-16,Carrosserie Moderne,661.33,CAL-46393,Disque ventilé (Brembo),11,41.23,453.53
CMD-0007494,2023-12-16,Carrosserie Moderne,661.33,SEN-06441,Bobine d'allumage (NGK),2,103.9,207.8
CMD-0007495,2023-01-22,Auto Clinic,6235.45,SEN-18047,Démarreur 1.8kW (NGK),10,168.16,1681.6
CMD-0007495,2023-01-22,Auto Clinic,6235.45,STR-48505,Sonde Lambda amont (NGK),11,37.32,410.52
CMD-0007495,2023-01-22,Auto Clinic,6235.45,WAT-43529,Courroie accessoire (SKF),12,33.76,405.12
CMD-0007495,2023-01-22,Auto Clinic,6235.45,ALT-10779,Sonde Lambda amont (Denso),8,289.7,2317.6
CMD-0007495,2023-01-22,Auto Clinic,6235.45,STR-43575,Sonde Lambda amont (Delphi),5,137.53,687.65
CMD-0007495,2023-01-22,Auto Clinic,6235.45,SUS-38444,Rotule de direction (KYB),12,61.08,732.96
CMD-0007496,2023-09-13,Atelier Mécanique 360,7434.08,STR-01648,Bobine d'allumage (Delphi),4,207.71,830.84
CMD-0007496,2023-09-13,Atelier Mécanique 360,7434.08,STR-36414,Capteur vilebrequin (Bosch),10,250.82,2508.2
CMD-0007496,2023-09-13,Atelier Mécanique 360,7434.08,SUS-17084,Ressort hélicoïdal (Monroe),4,207.18,828.72
CMD-0007496,2023-09-13,Atelier Mécanique 360,7434.08,WAT-47922,Courroie accessoire (Valeo),10,286.27,2862.7
CMD-0007496,2023-09-13,Atelier Mécanique 360,7434.08,RAD-14567,Kit distribution + pompe (Nissens),7,57.66,403.62
CMD-0007497,2023-05-13,Garage Royal,5485.75,ROT-25549,Plaquettes AR (Ferodo),8,78.1,624.8
CMD-0007497,2023-05-13,Garage Royal,5485.75,CAL-25368,Plaquettes AR (Bosch),11,66.87,735.57
CMD-0007497,2023-05-13,Garage Royal,5485.75,STR-16580,Bras oscillant inférieur (KYB),10,216.55,2165.5
CMD-0007497,2023-05-13,Garage Royal,5485.75,CAL-11111,Étrier reconditionné (Ferodo),2,231.09,462.18
CMD-0007497,2023-05-13,Garage Royal,5485.75,WAT-27318,Courroie accessoire (Valeo),5,299.54,1497.7
CMD-0007498,2023-04-07,Garage Royal,5177.7,CAL-07965,Plaquettes AR (Brembo),7,165.12,1155.84
CMD-0007498,2023-04-07,Garage Royal,5177.7,CAB-08684,Filtre carburant diesel (Wix),7,35.75,250.25
CMD-0007498,2023-04-07,Garage Royal,5177.7,ARM-01096,Rotule de direction (Moog),10,219.2,2192.0
CMD-0007498,2023-04-07,Garage Royal,5177.7,SUS-07292,Amortisseur bitube (Bilstein),3,230.16,690.48
CMD-0007498,2023-04-07,Garage Royal,5177.7,WAT-34958,Thermostat piloté (Continental),11,80.83,889.13
CMD-0007499,2023-03-15,Garage Royal,2120.58,STR-32959,Démarreur 1.8kW (Bosch),3,383.31,1149.93
CMD-0007499,2023-03-15,Garage Royal,2120.58,BEL-28678,Courroie accessoire (Valeo),9,107.85,970.65
CMD-0007500,2023-03-06,Garage Royal,11319.56,BEL-02274,Courroie accessoire (SKF),11,226.39,2490.29
CMD-0007500,2023-03-06,Garage Royal,11319.56,STR-01648,Bobine d'allumage (Delphi),9,207.71,1869.39
CMD-0007500,2023-03-06,Garage Royal,11319.56,ALT-33745,Capteur vilebrequin (Delphi),12,168.28,2019.36
CMD-0007500,2023-03-06,Garage Royal,11319.56,RAD-42710,Kit distribution + pompe (Valeo),9,285.35,2568.15
CMD-0007500,2023-03-06,Garage Royal,11319.56,STR-40732,Ressort hélicoïdal (KYB),9,257.91,2321.19
CMD-0007500,2023-03-06,Garage Royal,11319.56,STR-14810,Bras oscillant inférieur (Monroe),1,51.18,51.18
CMD-0007501,2023-10-13,Auto-Réparation ABC,1472.29,ARM-12639,Ressort hélicoïdal (Bilstein),11,65.85,724.35
CMD-0007501,2023-10-13,Auto-Réparation ABC,1472.29,ALT-23809,Alternateur 140A (Delphi),4,148.97,595.88
CMD-0007501,2023-10-13,Auto-Réparation ABC,1472.29,STR-44326,Capteur vilebrequin (Bosch),2,76.03,152.06
CMD-0007502,2023-10-12,Moteurs & Cie,201.25,ROT-21700,Disque ventilé (Brembo),7,28.75,201.25
CMD-0007503,2023-11-12,Auto Clinic,3798.44,AIR-08904,Filtre carburant diesel (Mann-Filter),3,29.98,89.94
CMD-0007503,2023-11-12,Auto Clinic,3798.44,BRK-07116,Plaquettes AV (Bosch),11,253.58,2789.38
CMD-0007503,2023-11-12,Auto Clinic,3798.44,CAB-10878,Filtre à huile (Wix),8,39.68,317.44
CMD-0007503,2023-11-12,Auto Clinic,3798.44,BRK-34294,Plaquettes AV (Ferodo),6,100.28,601.68
CMD-0007504,2023-10-22,Mécanique Rapide Inc.,7887.44,BEL-41114,Radiateur alu (Gates),9,381.96,3437.64
CMD-0007504,2023-10-22,Mécanique Rapide Inc.,7887.44,BRK-34961,Disque ventilé (Brembo),6,150.03,900.18
CMD-0007504,2023-10-22,Mécanique Rapide Inc.,7887.44,SEN-49326,Bobine d'allumage (Denso),9,315.42,2838.78
CMD-0007504,2023-10-22,Mécanique Rapide Inc.,7887.44,BRK-18430,Plaquettes AV (Bosch),3,115.91,347.73
CMD-0007504,2023-10-22,Mécanique Rapide Inc.,7887.44,ALT-15963,Capteur vilebrequin (Denso),1,363.11,363.11
CMD-0007505,2023-12-07,Atelier Mécanique 360,5622.17,CAL-24217,Plaquettes AV (TRW),11,196.7,2163.7
CMD-0007505,2023-12-07,Atelier Mécanique 360,5622.17,BEL-07503,Thermostat piloté (Valeo),5,33.8,169.0
CMD-0007505,2023-12-07,Atelier Mécanique 360,5622.17,RAD-42710,Kit distribution + pompe (Valeo),9,285.35,2568.15
CMD-0007505,2023-12-07,Atelier Mécanique 360,5622.17,ARM-14098,Bras oscillant inférieur (Monroe),3,240.44,721.32
CMD-0007506,2023-09-28,Atelier Mécanique 360,246.69,FLT-30358,Filtre à air (Mahle),3,48.27,144.81
CMD-0007506,2023-09-28,Atelier Mécanique 360,246.69,AIR-43741,Filtre carburant diesel (Mahle),3,33.96,101.88
CMD-0007507,2023-05-01,Garage Tremblay,2096.28,ALT-37438,Bobine d'allumage (Delphi),7,28.9,202.3
CMD-0007507,2023-05-01,Garage Tremblay,2096.28,SUS-00237,Rotule de direction (KYB),11,172.18,1893.98
CMD-0007508,2023-03-05,Moteurs & Cie,4280.85,STR-29665,Bobine d'allumage (Bosch),9,393.79,3544.11
CMD-0007508,2023-03-05,Moteurs & Cie,4280.85,ALT-16960,Alternateur 140A (Denso),2,368.37,736.74
CMD-0007509,2023-11-08,Garage Tremblay,4726.39,SUS-19778,Rotule de direction (Sachs),5,309.83,1549.15
CMD-0007509,2023-11-08,Garage Tremblay,4726.39,ALT-34894,Sonde Lambda amont (Valeo),10,239.38,2393.8
CMD-0007509,2023-11-08,Garage Tremblay,4726.39,RAD-08445,Radiateur alu (Valeo),4,195.86,783.44
CMD-0007510,2023-08-13,Garage Royal,8861.05,BEL-05490,Radiateur alu (SKF),2,324.15,648.3
CMD-0007510,2023-08-13,Garage Royal,8861.05,ALT-10141,Capteur vilebrequin (NGK),7,520.44,3643.08
CMD-0007510,2023-08-13,Garage Royal,8861.05,SUS-18112,Ressort hélicoïdal (Moog),10,47.16,471.6
CMD-0007510,2023-08-13,Garage Royal,8861.05,SEN-15395,Sonde Lambda amont (Valeo),10,275.39,2753.9
CMD-0007510,2023-08-13,Garage Royal,8861.05,BRK-12185,Étrier reconditionné (TRW),5,244.72,1223.6
CMD-0007510,2023-08-13,Garage Royal,8861.05,ARM-06623,Rotule de direction (Moog),1,120.57,120.57
CMD-0007511,2023-06-10,Auto-Réparation ABC,6974.41,WAT-27192,Radiateur alu (SKF),9,190.1,1710.9
CMD-0007511,2023-06-10,Auto-Réparation ABC,6974.41,STR-01057,Bras oscillant inférieur (Moog),10,242.08,2420.8
CMD-0007511,2023-06-10,Auto-Réparation ABC,6974.41,STR-05412,Ressort hélicoïdal (Sachs),3,174.7,524.1
CMD-0007511,2023-06-10,Auto-Réparation ABC,6974.41,ARM-22775,Amortisseur bitube (Monroe),5,85.05,425.25
CMD-0007511,2023-06-10,Auto-Réparation ABC,6974.41,BEL-04455,Thermostat piloté (SKF),6,315.56,1893.36
CMD-0007512,2023-05-12,Pièces Auto Dépôt,3876.68,AIR-39464,Filtre à air (Mahle),6,28.66,171.96
CMD-0007512,2023-05-12,Pièces Auto Dépôt,3876.68,STR-36503,Bras oscillant inférieur (Sachs),10,115.95,1159.5
CMD-0007512,2023-05-12,Pièces Auto Dépôt,3876.68,SEN-02603,Démarreur 1.8kW (Denso),2,53.25,106.5
CMD-0007512,2023-05-12,Pièces Auto Dépôt,3876.68,CAL-20718,Flexible de frein (TRW),7,246.28,1723.96
CMD-0007512,2023-05-12,Pièces Auto Dépôt,3876.68,ARM-17984,Amortisseur bitube (Sachs),10,33.16,331.6
CMD-0007512,2023-05-12,Pièces Auto Dépôt,3876.68,STR-12759,Ressort hélicoïdal (Sachs),2,191.58,383.16
CMD-0007513,2023-09-06,Garage Les Experts,6305.19,WAT-19498,Radiateur alu (Valeo),8,378.38,3027.04
CMD-0007513,2023-09-06,Garage Les Experts,6305.19,BRK-38416,Plaquettes AV (Bosch),12,121.69,1460.28
CMD-0007513,2023-09-06,Garage Les Experts,6305.19,RAD-32944,Kit distribution + pompe (SKF),9,152.69,1374.21
CMD-0007513,2023-09-06,Garage Les Experts,6305.19,ROT-29614,Plaquettes AR (Brembo),3,116.06,348.18
CMD-0007513,2023-09-06,Garage Les Experts,6305.19,AIR-07984,Filtre à air (Bosch),2,47.74,95.48
CMD-0007514,2023-09-20,Garage Royal,529.91,RAD-23198,Radiateur alu (Gates),3,21.85,65.55
CMD-0007514,2023-09-20,Garage Royal,529.91,SEN-12649,Capteur vilebrequin (Bosch),2,134.94,269.88
CMD-0007514,2023-09-20,Garage Royal,529.91,FLT-21593,Filtre carburant diesel (Mann-Filter),8,24.31,194.48
CMD-0007515,2023-06-19,Services Automobiles Express,4703.41,ALT-11862,Démarreur 1.8kW (Denso),7,271.13,1897.91
CMD-0007515,2023-06-19,Services Automobiles Express,4703.41,CAL-41172,Étrier reconditionné (Ferodo),2,80.2,160.4
CMD-0007515,2023-06-19,Services Automobiles Express,4703.41,WAT-11209,Radiateur alu (Valeo),10,180.8,1808.0
CMD-0007515,2023-06-19,Services Automobiles Express,4703.41,ROT-24886,Flexible de frein (Bosch),6,87.51,525.06
CMD-0007515,2023-06-19,Services Automobiles Express,4703.41,ROT-32014,Plaquettes AV (Textar),2,156.02,312.04
CMD-0007516,2023-12-18,Mécanique Rapide Inc.,114.0,RAD-02741,Thermostat piloté (Valeo),5,22.8,114.0
CMD-0007517,2023-11-14,Garage du Centre,10139.29,ROT-11097,Plaquettes AR (Brembo),11,35.18,386.98
CMD-0007517,2023-11-14,Garage du Centre,10139.29,STR-13832,Bobine d'allumage (Delphi),7,180.5,1263.5
CMD-0007517,2023-11-14,Garage du Centre,10139.29,ARM-26734,Rotule de direction (KYB),11,317.43,3491.73
CMD-0007517,2023-11-14,Garage du Centre,10139.29,CAL-31413,Plaquettes AV (Textar),5,147.92,739.6
CMD-0007517,2023-11-14,Garage du Centre,10139.29,STR-31308,Capteur vilebrequin (Delphi),12,354.79,4257.48
CMD-0007518,2023-12-09,Garage Tremblay,260.26,FLT-43836,Filtre carburant diesel (Mann-Filter),11,23.66,260.26
CMD-0007519,2023-03-26,Auto-Réparation ABC,563.35,AIR-47050,Filtre à air (Mann-Filter),3,38.49,115.47
CMD-0007519,2023-03-26,Auto-Réparation ABC,563.35,ARM-01892,Amortisseur bitube (Moog),7,46.44,325.08
CMD-0007519,2023-03-26,Auto-Réparation ABC,563.35,AIR-44942,Filtre carburant diesel (Mann-Filter),5,24.56,122.8
CMD-0007520,2023-06-09,Atelier Mécanique 360,4927.35,SUS-08982,Amortisseur bitube (Monroe),1,253.68,253.68
CMD-0007520,2023-06-09,Atelier Mécanique 360,4927.35,STR-39950,Bobine d'allumage (Denso),8,113.55,908.4
CMD-0007520,2023-06-09,Atelier Mécanique 360,4927.35,SUS-21932,Amortisseur bitube (Bilstein),9,243.03,2187.27
CMD-0007520,2023-06-09,Atelier Mécanique 360,4927.35,BRK-05709,Disque ventilé (TRW),2,110.44,220.88
CMD-0007520,2023-06-09,Atelier Mécanique 360,4927.35,ROT-08792,Plaquettes AR (Brembo),5,188.34,941.7
CMD-0007520,2023-06-09,Atelier Mécanique 360,4927.35,STR-01648,Bobine d'allumage (Delphi),2,207.71,415.42
CMD-0007521,2023-02-05,Garage Les Experts,2648.19,BEL-47102,Thermostat piloté (Valeo),6,196.61,1179.66
CMD-0007521,2023-02-05,Garage Les Experts,2648.19,SUS-25792,Bras oscillant inférieur (Sachs),7,209.79,1468.53
CMD-0007522,2023-11-13,Garage Tremblay,957.09,ROT-12825,Étrier reconditionné (Brembo),6,83.42,500.52
CMD-0007522,2023-11-13,Garage Tremblay,957.09,CAL-23580,Flexible de frein (Ferodo),2,38.06,76.12
CMD-0007522,2023-11-13,Garage Tremblay,957.09,CAB-29917,Filtre à air (Bosch),7,54.35,380.45
CMD-0007523,2023-02-09,Centre Auto Plus,600.54,CAL-43398,Plaquettes AV (Textar),1,132.25,132.25
CMD-0007523,2023-02-09,Centre Auto Plus,600.54,FLT-09134,Filtre à air (Mann-Filter),3,41.59,124.77
CMD-0007523,2023-02-09,Centre Auto Plus,600.54,CAB-15420,Filtre à huile (Wix),4,11.27,45.08
CMD-0007523,2023-02-09,Centre Auto Plus,600.54,SEN-13974,Sonde Lambda amont (Valeo),2,127.37,254.74
CMD-0007523,2023-02-09,Centre Auto Plus,600.54,RAD-23198,Radiateur alu (Gates),2,21.85,43.7
CMD-0007524,2023-12-06,Mécanique Rapide Inc.,5617.66,CAL-27217,Plaquettes AV (Bosch),4,193.24,772.96
CMD-0007524,2023-12-06,Mécanique Rapide Inc.,5617.66,STR-14147,Amortisseur bitube (Bilstein),12,234.33,2811.96
CMD-0007524,2023-12-06,Mécanique Rapide Inc.,5617.66,ARM-27083,Rotule de direction (Bilstein),3,260.9,782.7
CMD-0007524,2023-12-06,Mécanique Rapide Inc.,5617.66,WAT-38240,Courroie accessoire (SKF),3,290.97,872.91
CMD-0007524,2023-12-06,Mécanique Rapide Inc.,5617.66,ARM-26734,Rotule de direction (KYB),1,317.43,317.43
CMD-0007524,2023-12-06,Mécanique Rapide Inc.,5617.66,WAT-29597,Thermostat piloté (Nissens),1,59.7,59.7
CMD-0007525,2023-06-26,Concessionnaire XYZ,3691.66,WAT-47922,Courroie accessoire (Valeo),10,286.27,2862.7
CMD-0007525,2023-06-26,Concessionnaire XYZ,3691.66,CAL-43714,Plaquettes AV (Ferodo),8,103.62,828.96
CMD-0007526,2023-06-21,Carrosserie Moderne,2949.7,CAB-15420,Filtre à huile (Wix),10,11.27,112.7
CMD-0007526,2023-06-21,Carrosserie Moderne,2949.7,ROT-03838,Plaquettes AV (Bosch),11,73.28,806.08
CMD-0007526,2023-06-21,Carrosserie Moderne,2949.7,SUS-08194,Amortisseur bitube (Bilstein),4,223.7,894.8
CMD-0007526,2023-06-21,Carrosserie Moderne,2949.7,AIR-43705,Filtre carburant diesel (Mahle),7,36.98,258.86
CMD-0007526,2023-06-21,Carrosserie Moderne,2949.7,WAT-27314,Radiateur alu (Gates),9,71.44,642.96
CMD-0007526,2023-06-21,Carrosserie Moderne,2949.7,AIR-38993,Filtre habitacle charbon (Mann-Filter),5,46.86,234.3
CMD-0007527,2023-05-24,Garage Les Experts,6800.36,ALT-19002,Capteur vilebrequin (Denso),12,310.07,3720.84
CMD-0007527,2023-05-24,Garage Les Experts,6800.36,FLT-28080,Filtre carburant diesel (Bosch),4,13.84,55.36
CMD-0007527,2023-05-24,Garage Les Experts,6800.36,AIR-21552,Filtre à huile (Wix),4,40.13,160.52
CMD-0007527,2023-05-24,Garage Les Experts,6800.36,SEN-35986,Bobine d'allumage (Denso),4,318.76,1275.04
CMD-0007527,2023-05-24,Garage Les Experts,6800.36,ALT-44204,Démarreur 1.8kW (Denso),2,260.21,520.42
CMD-0007527,2023-05-24,Garage Les Experts,6800.36,STR-36272,Sonde Lambda amont (Denso),3,356.06,1068.18
CMD-0007528,2023-03-09,Moteurs & Cie,1685.28,CAB-08677,Filtre à air (Wix),7,50.81,355.67
CMD-0007528,2023-03-09,Moteurs & Cie,1685.28,FLT-40582,Filtre habitacle charbon (Wix),7,41.58,291.06
CMD-0007528,2023-03-09,Moteurs & Cie,1685.28,STR-01648,Bobine d'allumage (Delphi),5,207.71,1038.55
CMD-0007529,2023-06-04,Pièces Auto Dépôt,1061.88,STR-00734,Ressort hélicoïdal (Monroe),6,176.98,1061.88
CMD-0007530,2023-04-10,Atelier Mécanique 360,2494.98,CAL-16377,Disque ventilé (Ferodo),3,62.56,187.68
CMD-0007530,2023-04-10,Atelier Mécanique 360,2494.98,ALT-37749,Sonde Lambda amont (NGK),5,461.46,2307.3
CMD-0007531,2023-12-30,Garage Les Experts,2762.64,AIR-46739,Filtre carburant diesel (Mann-Filter),3,17.1,51.3
CMD-0007531,2023-12-30,Garage Les Experts,2762.64,SUS-28258,Amortisseur bitube (Bilstein),8,50.77,406.16
CMD-0007531,2023-12-30,Garage Les Experts,2762.64,RAD-17616,Courroie accessoire (SKF),4,257.89,1031.56
CMD-0007531,2023-12-30,Garage Les Experts,2762.64,RAD-10193,Thermostat piloté (Valeo),6,212.27,1273.62
CMD-0007532,2023-06-09,Pneus & Mécanique Pro,1869.45,SUS-46203,Ressort hélicoïdal (Monroe),2,164.9,329.8
