code_barre_128,sku,classe_produit,designation,emplacement_id,prix_achat_cad,prix_importation_cad,prix_transport_cad,cout_de_revient_total,longueur_cm,largeur_cm,hauteur_cm,poids_kg,classe_abc
C1284798167694,RAD-046428,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L23-H3-S16,98.15,3.63,20.15,121.93,84.8,62.6,5.8,7.34,B
C1285241202636,BRK-046429,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-07-b-12,49.48,2.81,7.55,59.84,18.0,17.6,8.5,2.02,C
C1285138247134,ROT-046430,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-06-b-07,55.77,2.30,22.21,80.28,30.9,27.8,5.5,9.06,C
C1282809372693,FLT-046431,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-04-a-08,18.37,0.95,4.15,23.47,37.8,17.5,5.7,0.56,B
C1288450984130,BRK-046432,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-12-b-02,40.52,2.47,8.73,51.72,15.7,14.7,6.8,2.0,B
C1289487351083,BLB-046433,BLB - Petite Piece A2,Ampoule LED H7,A2-C13-T15-A,18.23,0.93,3.81,22.97,7.5,4.4,4.3,0.06,C
C1282921249396,ALT-046434,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-20-b-11,216.62,13.95,25.71,256.28,28.6,22.5,20.5,7.92,C
C1281753602065,ROT-046435,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-07-c-03,109.49,5.39,27.69,142.57,29.3,28.0,4.9,11.98,C
C1289795572001,BRK-046436,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-20-c-08,27.12,1.75,8.95,37.82,20.4,13.3,5.1,3.0,A
C1289245852447,FLT-046437,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-34-c-09,16.65,0.86,3.38,20.89,22.9,24.6,5.1,0.4,C
C1287092755619,ROT-046438,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-21-b-03,87.78,5.17,19.50,112.45,31.6,34.8,6.5,7.72,A
C1282652820395,ROT-046439,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-15-a-12,44.07,2.82,21.31,68.20,34.2,29.5,5.7,9.68,B
C1284408876117,STR-046440,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L22-H2-S09,108.72,6.12,22.13,136.97,70.7,22.3,15.9,8.06,C
C1281422451704,ROT-046441,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-31-a-05,74.51,4.27,22.99,101.77,32.0,35.8,6.4,9.35,C
C1289255444273,BRK-046442,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-23-a-01,37.99,2.16,11.02,51.17,20.8,13.6,5.8,3.64,C
C1289505039965,SEN-046443,SEN - Petite Piece A2,Capteur ABS,A2-C03-T03-C,23.93,0.92,3.09,27.94,9.5,6.6,3.3,0.33,A
C1284229778163,EXH-046444,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L17-H2-S15,188.73,8.59,24.71,222.03,134.9,33.6,23.2,8.16,B
C1281035563073,SEN-046445,SEN - Petite Piece A2,Capteur ABS,A2-C09-T06-F,31.16,1.67,5.28,38.11,14.9,7.7,5.8,0.18,C
C1283334873034,SPK-046446,SPK - Petite Piece A2,Bougie allumage iridium,A2-C01-T14-A,14.55,0.75,4.80,20.10,13.0,3.2,3.7,0.12,C
C1285583414160,ALT-046447,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-27-b-06,279.73,13.34,25.86,318.93,22.0,23.3,19.5,7.28,A
C1286587341501,ROT-046448,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-21-a-11,109.09,3.93,22.82,135.84,26.2,34.7,6.6,9.41,A
C1284608423862,ALT-046449,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-34-a-10,243.79,10.65,22.79,277.23,29.6,20.2,22.5,6.5,A
C1286417512632,SEN-046450,SEN - Petite Piece A2,Capteur ABS,A2-C13-T13-H,31.75,1.94,2.71,36.40,10.8,5.6,5.5,0.15,C
C1287840659293,EXH-046451,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L08-H5-S02,188.73,10.58,41.91,241.22,99.5,29.7,26.7,17.84,A
C1285124182546,ROT-046452,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-22-b-06,101.15,5.16,28.32,134.63,26.5,35.6,4.3,12.0,B
C1282664229216,BRK-046453,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-12-a-12,55.23,2.47,10.27,67.97,22.4,10.3,8.6,3.34,B
C1284443678338,ALT-046454,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-16-a-07,252.01,10.34,30.14,292.49,21.3,21.7,20.3,8.79,A
C1286516865981,STR-046455,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-02-20-H3,151.69,6.32,24.42,182.43,77.5,17.3,15.6,7.76,C
C1284370362986,ROT-046456,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-31-a-07,36.32,1.32,23.63,61.27,32.5,28.9,5.9,11.38,C
C1287655294581,ALT-046457,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-39-b-05,278.65,13.84,31.68,324.17,24.6,20.9,20.5,8.99,A
C1286410242277,ROT-046458,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-22-c-01,53.79,2.71,27.52,84.02,35.9,27.9,5.0,11.88,A
C1284237964139,RAD-046459,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-05-11-H3,142.04,7.85,17.09,166.98,81.9,43.0,6.4,5.23,B
C1282998001579,ROT-046460,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-03-b-05,55.71,2.84,15.02,73.57,33.0,35.6,4.4,6.01,B
C1283385390289,BRK-046461,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-30-b-12,63.57,3.99,7.60,75.16,22.0,16.4,8.6,1.72,C
C1281660152362,FUS-046462,FUS - Petite Piece A2,Boîte fusibles relais,A2-C09-T04-G,6.76,0.25,2.07,9.08,8.6,3.0,3.4,0.13,C
C1285508641350,BRK-046463,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-18-b-08,61.75,3.59,8.75,74.09,17.8,16.1,7.0,2.71,A
C1281806103274,SPK-046464,SPK - Petite Piece A2,Bougie allumage iridium,A2-C18-T04-D,10.67,0.59,1.86,13.12,11.4,3.2,2.4,0.14,B
C1289793346276,SPK-046465,SPK - Petite Piece A2,Bougie allumage iridium,A2-C20-T01-C,15.32,0.65,3.20,19.17,13.2,2.6,4.0,0.1,C
C1282185412500,FUS-046466,FUS - Petite Piece A2,Boîte fusibles relais,A2-C19-T15-G,4.56,0.21,2.18,6.95,6.4,8.0,2.9,0.17,B
C1288427873797,FLT-046467,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-07-a-08,9.60,0.42,4.76,14.78,35.1,14.3,7.5,0.53,B
C1288204239793,STR-046468,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L22-H4-S08,85.95,3.33,15.25,104.53,66.1,16.7,22.7,5.7,C
C1288271217091,BLB-046469,BLB - Petite Piece A2,Ampoule LED H7,A2-C07-T04-G,9.37,0.59,4.00,13.96,8.5,4.6,4.7,0.09,C
C1283987935791,FUS-046470,FUS - Petite Piece A2,Boîte fusibles relais,A2-C03-T01-H,6.11,0.32,4.22,10.65,12.0,5.0,3.3,0.09,A
C1282685548146,BMP-046471,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-07-16-H4,218.63,10.94,26.11,255.68,162.3,47.0,41.2,7.39,C
C1281504906395,SPK-046472,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T10-A,14.82,0.91,4.79,20.52,13.1,2.7,3.9,0.14,C
C1286273478495,ROT-046473,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-35-b-03,66.27,3.36,25.32,94.95,26.7,33.5,5.1,11.71,A
C1289840457611,SEN-046474,SEN - Petite Piece A2,Capteur ABS,A2-C04-T08-C,39.64,1.95,3.46,45.05,11.3,7.8,4.0,0.2,A
C1285521261757,FUS-046475,FUS - Petite Piece A2,Boîte fusibles relais,A2-C05-T04-C,11.16,0.66,3.86,15.68,7.9,6.6,2.4,0.2,C
C1288183075279,BRK-046476,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-34-c-09,50.03,3.23,11.43,64.69,18.2,17.3,7.3,3.25,A
C1288840494270,SEN-046477,SEN - Petite Piece A2,Capteur ABS,A2-C20-T12-C,24.86,1.50,2.74,29.10,10.1,5.0,4.2,0.15,B
C1289711726261,ALT-046478,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-19-c-12,165.69,8.12,19.98,193.79,24.3,18.8,23.4,5.86,A
C1288162379262,ALT-046479,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-34-a-12,263.98,10.50,24.99,299.47,28.1,24.9,18.5,6.88,B
C1284987473966,FLT-046480,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-22-c-11,20.85,1.33,3.27,25.45,26.1,16.0,6.1,0.32,C
C1287608138690,FLT-046481,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-19-c-02,11.23,0.40,4.83,16.46,31.8,18.3,6.9,0.3,C
C1284492613833,BLB-046482,BLB - Petite Piece A2,Ampoule LED H7,A2-C09-T15-A,10.47,0.38,2.82,13.67,10.0,5.8,4.8,0.11,C
C1289586681557,FUS-046483,FUS - Petite Piece A2,Boîte fusibles relais,A2-C17-T02-H,10.97,0.44,3.19,14.60,9.2,3.5,3.3,0.14,B
C1287591597936,BRK-046484,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-09-a-07,41.65,1.48,7.30,50.43,19.2,16.3,9.7,1.55,C
C1286004189081,SPK-046485,SPK - Petite Piece A2,Bougie allumage iridium,A2-C07-T11-A,15.36,0.55,4.29,20.20,12.5,2.3,2.9,0.14,A
C1282091240338,FUS-046486,FUS - Petite Piece A2,Boîte fusibles relais,A2-C19-T11-H,4.42,0.27,2.64,7.33,11.2,7.4,4.5,0.17,B
C1289509065132,BRK-046487,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-24-a-08,63.09,2.41,9.61,75.11,24.8,14.8,5.1,1.67,C
C1282366452546,BRK-046488,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-15-b-01,38.67,1.79,7.34,47.80,17.1,10.1,6.0,1.74,B
C1282577395417,STR-046489,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L24-H2-S02,150.80,9.58,23.92,184.30,59.9,22.3,22.6,7.94,B
C1281591754591,ROT-046490,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-30-b-05,35.67,1.63,19.56,56.86,30.0,32.1,4.3,7.73,A
C1285057798578,BLB-046491,BLB - Petite Piece A2,Ampoule LED H7,A2-C05-T12-D,17.14,0.99,1.95,20.08,6.3,5.1,5.4,0.07,C
C1286333037309,SPK-046492,SPK - Petite Piece A2,Bougie allumage iridium,A2-C20-T04-B,7.83,0.48,1.61,9.92,11.3,3.0,3.0,0.15,C
C1287354626664,BLB-046493,BLB - Petite Piece A2,Ampoule LED H7,A2-C03-T11-A,13.25,0.72,1.87,15.84,6.4,4.7,5.4,0.1,A
C1284854677812,FLT-046494,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-31-c-02,9.41,0.33,2.38,12.12,36.5,17.1,5.6,0.38,B
C1288396084476,ALT-046495,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-14-a-11,144.31,9.36,21.45,175.12,29.3,20.8,20.5,6.67,B
C1281361747424,ROT-046496,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-10-a-10,93.60,4.82,22.19,120.61,26.6,28.9,6.9,8.6,C
C1287147430974,ROT-046497,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-15-a-09,107.63,5.22,32.08,144.93,26.7,34.0,6.8,13.75,C
C1283300116130,FLT-046498,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-11-a-10,10.93,0.45,2.52,13.90,33.1,15.9,7.0,0.28,B
C1284311911354,FUS-046499,FUS - Petite Piece A2,Boîte fusibles relais,A2-C01-T14-C,9.24,0.47,2.17,11.88,8.1,3.1,4.2,0.14,C
C1282695450999,FLT-046500,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-28-a-02,15.73,0.62,3.80,20.15,22.6,18.5,4.7,0.52,B
C1288996370365,SEN-046501,SEN - Petite Piece A2,Capteur ABS,A2-C08-T09-G,32.64,1.65,4.72,39.01,13.1,8.0,3.4,0.24,C
C1286790366565,SEN-046502,SEN - Petite Piece A2,Capteur ABS,A2-C19-T11-A,32.23,1.71,4.34,38.28,10.3,4.6,5.7,0.15,B
C1283132190833,ALT-046503,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-20-b-01,134.60,8.11,18.71,161.42,24.1,20.5,21.6,6.05,C
C1286108519510,SPK-046504,SPK - Petite Piece A2,Bougie allumage iridium,A2-C07-T15-G,11.91,0.54,1.74,14.19,13.6,2.4,3.6,0.09,C
C1285553262043,RAD-046505,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L24-H3-S06,123.98,4.66,15.85,144.49,52.6,56.0,9.3,4.21,A
C1284449389766,ROT-046506,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-13-b-08,98.06,3.48,22.86,124.40,31.2,27.1,6.7,8.78,B
C1289062959137,FLT-046507,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-36-b-08,16.10,0.76,4.11,20.97,24.1,20.7,5.5,0.42,C
C1282362618144,BRK-046508,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-40-c-10,31.81,1.37,5.68,38.86,15.9,17.8,6.1,1.53,C
C1283578798654,FLT-046509,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-38-a-07,14.06,0.61,3.04,17.71,24.0,24.0,4.2,0.45,A
C1286337542505,STR-046510,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L03-H5-S07,114.37,6.44,16.37,137.18,69.0,21.2,22.5,5.39,C
C1288076142478,FUS-046511,FUS - Petite Piece A2,Boîte fusibles relais,A2-C11-T01-G,8.94,0.53,2.37,11.84,10.3,6.5,2.7,0.19,A
C1283823993730,BRK-046512,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-03-c-06,59.61,2.45,8.58,70.64,18.0,15.9,7.5,2.19,C
C1289251257454,EXH-046513,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L03-H3-S04,236.84,13.13,29.01,278.98,113.4,31.8,23.4,9.51,C
C1288564908223,ALT-046514,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-38-c-09,217.56,7.69,27.36,252.61,28.4,23.9,20.9,8.83,C
C1289983413703,BRK-046515,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-06-b-03,57.26,2.54,8.54,68.34,18.4,14.7,9.9,1.72,A
C1282918423014,ALT-046516,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-17-b-11,137.81,6.82,20.86,165.49,20.1,20.4,21.9,7.24,B
C1281125023693,BRK-046517,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-19-c-06,58.82,3.61,11.39,73.82,20.6,13.7,7.5,3.31,C
C1284893008950,ALT-046518,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-28-c-03,244.41,12.91,24.54,281.86,25.4,23.9,20.1,7.36,B
C1283809603062,SPK-046519,SPK - Petite Piece A2,Bougie allumage iridium,A2-C04-T02-F,14.31,0.63,2.05,16.99,11.2,3.4,3.8,0.13,C
C1287729987621,SEN-046520,SEN - Petite Piece A2,Capteur ABS,A2-C18-T10-C,43.87,1.74,5.57,51.18,13.7,4.8,4.1,0.11,B
C1289048704254,SEN-046521,SEN - Petite Piece A2,Capteur ABS,A2-C10-T15-F,31.78,1.89,5.43,39.10,12.8,5.1,5.1,0.13,C
C1288888338358,FLT-046522,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-38-a-07,11.83,0.62,4.96,17.41,22.8,24.2,7.7,0.5,C
C1281577175028,BRK-046523,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-20-c-09,41.96,2.47,7.96,52.39,16.0,11.1,8.4,1.61,C
C1284868441359,FLT-046524,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-06-a-10,21.83,1.33,5.58,28.74,27.0,24.1,6.8,0.43,C
C1284075681705,ALT-046525,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-33-c-08,178.96,11.48,21.33,211.77,27.0,22.3,19.9,5.6,C
C1283560066604,SPK-046526,SPK - Petite Piece A2,Bougie allumage iridium,A2-C18-T09-D,9.30,0.47,2.64,12.41,12.4,3.9,3.1,0.13,C
C1285856177313,SEN-046527,SEN - Petite Piece A2,Capteur ABS,A2-C10-T07-H,21.79,0.95,3.00,25.74,14.5,7.2,4.9,0.37,C
C1288119486371,ROT-046528,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-06-b-07,53.72,3.31,31.22,88.25,33.4,33.0,6.4,13.67,A
C1281737307334,FLT-046529,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-33-a-03,20.74,1.06,5.42,27.22,29.7,24.0,7.9,0.38,B
C1288630676587,ALT-046530,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-11-b-01,197.78,8.57,26.60,232.95,21.6,18.1,24.5,8.01,C
C1282268685094,BRK-046531,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-32-a-06,28.89,1.17,8.98,39.04,21.1,12.5,8.4,3.65,B
C1287108105111,SPK-046532,SPK - Petite Piece A2,Bougie allumage iridium,A2-C07-T06-H,12.72,0.49,2.39,15.60,11.4,3.5,2.9,0.08,B
C1283068548253,ALT-046533,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-14-c-01,255.85,13.66,26.87,296.38,28.6,20.1,24.9,7.02,C
C1288573424956,ALT-046534,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-35-a-04,234.26,11.38,24.86,270.50,24.7,21.4,25.0,7.81,B
C1286775969251,SEN-046535,SEN - Petite Piece A2,Capteur ABS,A2-C20-T05-A,24.93,1.61,3.77,30.31,14.4,7.0,3.3,0.29,C
C1282966195839,BLB-046536,BLB - Petite Piece A2,Ampoule LED H7,A2-C15-T02-F,9.42,0.49,3.03,12.94,7.9,4.3,5.1,0.05,C
C1283023550920,SPK-046537,SPK - Petite Piece A2,Bougie allumage iridium,A2-C19-T01-E,13.00,0.68,3.40,17.08,11.8,3.5,2.1,0.13,B
C1286946710690,BRK-046538,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-36-b-06,25.39,1.48,8.94,35.81,20.9,12.9,7.6,3.02,C
C1284574424284,BLB-046539,BLB - Petite Piece A2,Ampoule LED H7,A2-C10-T11-F,21.34,0.90,2.79,25.03,9.5,5.3,5.3,0.09,C
C1284770339746,ALT-046540,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-21-b-01,185.74,11.61,24.58,221.93,21.8,18.6,23.0,7.26,C
C1283211967495,ALT-046541,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-24-b-07,234.71,14.81,26.54,276.06,28.6,20.3,23.4,7.18,A
C1284272408430,EXH-046542,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L22-H4-S06,127.54,6.21,24.21,157.96,128.5,27.6,24.4,9.31,B
C1283337413082,BRK-046543,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-20-c-03,59.11,3.08,8.04,70.23,22.8,14.6,5.2,1.67,C
C1286347040783,BRK-046544,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-32-a-09,59.53,3.30,7.99,70.82,20.6,12.6,8.5,2.39,C
C1281158784867,FUS-046545,FUS - Petite Piece A2,Boîte fusibles relais,A2-C20-T14-C,8.40,0.44,3.67,12.51,10.7,3.6,5.0,0.17,B
C1281428160651,BLB-046546,BLB - Petite Piece A2,Ampoule LED H7,A2-C06-T12-A,9.37,0.57,4.39,14.33,7.3,5.6,5.0,0.08,B
C1282798527015,FUS-046547,FUS - Petite Piece A2,Boîte fusibles relais,A2-C06-T04-B,7.29,0.36,4.54,12.19,7.6,5.1,4.5,0.19,B
C1283946735617,STR-046548,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L19-H4-S07,95.86,6.04,18.36,120.26,72.1,22.0,22.4,6.08,A
C1289207443719,STR-046549,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L23-H3-S09,76.65,3.26,20.29,100.20,72.4,19.0,24.8,7.45,C
C1285397760793,FUS-046550,FUS - Petite Piece A2,Boîte fusibles relais,A2-C02-T15-B,9.80,0.41,4.52,14.73,6.6,4.3,2.0,0.14,C
C1284355700334,RAD-046551,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-09-18-H3,145.51,6.95,21.41,173.87,78.8,42.8,6.0,7.54,C
C1286292737619,FLT-046552,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-16-a-07,15.60,0.75,4.07,20.42,35.7,19.8,4.9,0.42,B
C1284313521761,FUS-046553,FUS - Petite Piece A2,Boîte fusibles relais,A2-C14-T14-C,4.23,0.25,3.35,7.83,9.0,4.1,2.9,0.08,B
C1287672286390,ROT-046554,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-13-b-03,68.35,3.64,22.53,94.52,34.2,28.7,6.6,9.4,B
C1288797818768,FLT-046555,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-30-b-10,7.52,0.40,3.90,11.82,36.0,20.8,4.2,0.48,A
C1281120571961,SPK-046556,SPK - Petite Piece A2,Bougie allumage iridium,A2-C17-T02-G,10.01,0.36,2.71,13.08,13.4,3.9,2.2,0.08,A
C1289571378573,FLT-046557,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-30-c-02,8.89,0.42,4.95,14.26,33.7,22.0,7.7,0.49,A
C1286670355966,BRK-046558,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-15-c-04,57.37,2.48,10.19,70.04,24.6,17.6,8.9,2.45,C
C1288366939775,ALT-046559,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-06-a-05,147.08,8.55,21.38,177.01,29.4,18.4,24.2,7.76,A
C1285756837148,FLT-046560,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-21-c-08,20.68,1.04,4.82,26.54,34.2,22.5,6.8,0.4,B
C1287459363073,ROT-046561,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-29-b-07,86.42,4.47,21.09,111.98,27.9,35.5,5.8,8.43,B
C1283690858290,STR-046562,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-04-05-H3,79.72,3.04,22.32,105.08,61.7,19.6,16.9,8.99,C
C1288137121463,SEN-046563,SEN - Petite Piece A2,Capteur ABS,A2-C10-T15-H,25.07,1.50,4.49,31.06,13.8,6.9,4.7,0.11,A
C1287470780935,FUS-046564,FUS - Petite Piece A2,Boîte fusibles relais,A2-C13-T09-G,9.30,0.56,2.36,12.22,9.8,6.4,4.4,0.11,C
C1283221195065,ROT-046565,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-13-b-11,83.59,5.43,19.47,108.49,33.3,34.0,4.7,7.78,C
C1285352371862,SPK-046566,SPK - Petite Piece A2,Bougie allumage iridium,A2-C05-T14-G,10.08,0.65,4.32,15.05,12.8,2.4,3.3,0.12,C
C1281643336208,ALT-046567,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-13-b-03,182.32,6.92,20.20,209.44,27.1,18.1,22.3,5.89,A
C1282302973545,ROT-046568,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-40-b-12,85.57,5.51,17.34,108.42,34.5,35.8,5.0,6.54,C
C1281205314630,SEN-046569,SEN - Petite Piece A2,Capteur ABS,A2-C02-T07-A,34.70,1.94,4.42,41.06,12.7,6.3,5.7,0.15,A
C1284752122758,SPK-046570,SPK - Petite Piece A2,Bougie allumage iridium,A2-C18-T14-A,13.25,0.70,3.50,17.45,11.2,2.5,2.6,0.13,B
C1288301088952,BRK-046571,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-04-a-04,39.46,1.55,10.08,51.09,21.9,13.1,8.4,2.82,C
C1288570488685,BLB-046572,BLB - Petite Piece A2,Ampoule LED H7,A2-C12-T04-E,16.51,0.74,4.66,21.91,8.8,5.8,4.6,0.1,C
C1288208209106,BRK-046573,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-07-a-06,44.62,2.03,10.71,57.36,22.1,14.5,8.8,3.45,C
C1287272647845,RAD-046574,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L03-H4-S13,95.16,3.74,19.24,118.14,76.0,57.8,12.0,7.64,C
C1286266925423,ALT-046575,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-37-a-10,125.72,6.52,20.02,152.26,28.8,19.8,18.3,6.72,A
C1289141496246,ROT-046576,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-07-b-10,74.65,2.63,18.20,95.48,26.9,29.1,4.9,6.67,A
C1284016288614,ALT-046577,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-11-c-08,139.81,7.84,20.69,168.34,29.1,20.1,20.3,7.58,C
C1283167356842,FUS-046578,FUS - Petite Piece A2,Boîte fusibles relais,A2-C05-T12-E,11.62,0.43,4.28,16.33,5.4,3.0,4.3,0.2,C
C1281408196161,FUS-046579,FUS - Petite Piece A2,Boîte fusibles relais,A2-C15-T10-G,10.42,0.50,2.78,13.70,6.7,4.9,5.0,0.11,C
C1282847209873,FUS-046580,FUS - Petite Piece A2,Boîte fusibles relais,A2-C13-T04-A,9.52,0.54,1.85,11.91,7.9,7.0,3.7,0.11,A
C1281153094300,ALT-046581,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-18-a-11,250.99,9.60,24.82,285.41,22.5,18.5,20.4,5.87,B
C1283858934607,BRK-046582,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-26-b-10,51.04,2.61,10.45,64.10,19.1,15.7,8.0,2.81,C
C1289907278223,BLB-046583,BLB - Petite Piece A2,Ampoule LED H7,A2-C19-T15-F,12.14,0.51,2.25,14.90,6.9,4.4,4.4,0.11,B
C1288499173882,EXH-046584,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L17-H3-S15,222.24,12.32,35.03,269.59,88.5,34.4,22.2,12.96,C
C1282580946391,ROT-046585,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-01-c-10,64.87,4.06,20.60,89.53,28.3,35.0,4.8,7.84,B
C1285692204929,FLT-046586,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-35-a-08,6.07,0.29,4.04,10.40,33.2,23.5,4.7,0.42,B
C1286954744867,BRK-046587,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-05-a-06,25.07,1.38,8.64,35.09,16.9,17.6,8.4,2.72,C
C1282611601494,BRK-046588,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-22-a-07,33.36,2.11,9.47,44.94,19.3,15.2,7.4,2.39,C
C1288991476069,FLT-046589,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-08-b-08,20.01,1.18,3.51,24.70,32.4,20.8,5.0,0.42,C
C1286016703369,SPK-046590,SPK - Petite Piece A2,Bougie allumage iridium,A2-C19-T04-E,9.07,0.45,2.22,11.74,11.2,2.3,3.8,0.12,C
C1286009732893,FUS-046591,FUS - Petite Piece A2,Boîte fusibles relais,A2-C01-T09-E,10.71,0.58,2.80,14.09,9.4,3.7,4.0,0.14,C
C1281603725670,FLT-046592,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-06-b-10,10.35,0.48,2.34,13.17,35.6,19.4,4.9,0.49,B
