sku,oem_cross_ref,categorie,designation,marque,location_id,stock_systeme,stock_physique_compte,stock_reserve,seuil_reappro,stock_securite,cout_unitaire_cad,prix_vente_cad,delai_fournisseur_j,classe_abc
STR-42764,OEM-8897986,Électrique,Alternateur 140A (Delphi),Delphi,B-04-10-L4-B,10,10,0,7,1,302.72,464.52,20,A
CAL-42765,OEM-3738863,Freinage,Disque ventilé (Brembo),Brembo,B-12-01-L1-E,17,17,10,26,14,88.74,135.66,13,C
BEL-42766,OEM-8815989,Moteur & Refroidissement,Kit distribution + pompe (Gates),Gates,A-05-12-L2-D,31,31,13,29,14,139.06,197.04,21,C
SUS-42767,OEM-5433484,Suspension,Rotule de direction (Moog),Moog,B-29-06-L1-E,8,8,6,11,4,37.8,64.0,23,C
CAB-42768,OEM-4678239,Filtration,Filtre habitacle charbon (Bosch),Bosch,A-10-08-L4-D,396,396,9,97,31,7.74,13.43,7,C
RAD-42769,OEM-6777705,Moteur & Refroidissement,Thermostat piloté (Nissens),Nissens,C-02-05-L3-A,76,76,12,19,5,217.66,371.14,21,C
ARM-42770,OEM-2552701,Suspension,Amortisseur bitube (Bilstein),Bilstein,C-08-04-L2-B,1,1,1,6,4,24.35,34.67,43,C
BRK-42771,OEM-2996367,Freinage,Flexible de frein (Brembo),Brembo,A-14-14-L3-B,2,2,2,7,2,45.97,62.28,31,C
FLT-42772,OEM-2956678,Filtration,Filtre habitacle charbon (Mann-Filter),Mann-Filter,B-40-01-L3-C,12,12,5,10,4,32.86,56.46,40,B
CAL-42773,OEM-5927908,Freinage,Étrier reconditionné (Ferodo),Ferodo,B-39-03-L1-D,9,9,9,11,3,90.28,126.07,18,C
ROT-42774,OEM-5540851,Freinage,Disque ventilé (Bosch),Bosch,B-32-03-L2-E,2,2,2,9,3,159.81,268.45,17,A
WAT-42775,OEM-6091689,Moteur & Refroidissement,Kit distribution + pompe (Gates),Gates,A-03-15-L2-D,71,71,10,42,20,192.33,280.29,19,C
SEN-42776,OEM-4318922,Électrique,Démarreur 1.8kW (Denso),Denso,B-12-02-L2-E,60,60,1,30,19,92.12,151.2,20,C
STR-42777,OEM-1732373,Suspension,Amortisseur bitube (Bilstein),Bilstein,B-35-05-L2-B,10,10,1,8,2,192.41,306.71,37,C
STR-42778,OEM-9294337,Suspension,Rotule de direction (Bilstein),Bilstein,A-04-10-L2-A,57,57,4,40,12,60.44,90.87,18,C
ARM-42779,OEM-4408637,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,A-18-06-L1-D,442,442,3,80,40,185.83,281.21,10,C
ROT-42780,OEM-7402100,Freinage,Étrier reconditionné (Textar),Textar,D-04-09-L3-E,6,6,1,3,1,73.57,125.35,35,C
SUS-42781,OEM-2012504,Suspension,Rotule de direction (Sachs),Sachs,D-05-10-L3-C,5,5,1,5,3,83.41,125.22,14,C
WAT-42782,OEM-2177510,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,A-12-04-L1-B,47,47,14,32,5,96.52,132.43,16,C
ALT-42783,OEM-2138938,Électrique,Bobine d'allumage (Delphi),Delphi,C-04-02-L4-C,393,393,2,110,31,209.45,312.84,3,A
BEL-42784,OEM-5649825,Moteur & Refroidissement,Thermostat piloté (Gates),Gates,B-19-04-L3-B,255,255,2,95,38,84.22,115.5,7,C
FLT-42785,OEM-7393635,Filtration,Filtre habitacle charbon (Wix),Wix,C-11-05-L4-D,12,12,1,7,3,17.18,24.68,15,C
FLT-42786,OEM-2164219,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,A-15-08-L1-B,72,72,8,32,14,22.87,31.48,13,C
STR-42787,OEM-7851425,Électrique,Démarreur 1.8kW (NGK),NGK,A-13-05-L4-A,8,8,0,11,4,176.47,244.91,30,C
SUS-42788,OEM-9876029,Suspension,Rotule de direction (Bilstein),Bilstein,B-23-04-L1-C,10,10,6,8,2,37.6,57.53,44,C
CAL-42789,OEM-1958801,Freinage,Étrier reconditionné (Ferodo),Ferodo,A-06-02-L4-C,12,12,6,30,15,68.85,116.75,17,C
FLT-42790,OEM-3641583,Filtration,Filtre habitacle charbon (Mahle),Mahle,B-23-10-L1-E,217,217,5,85,49,5.49,8.33,3,C
SEN-42791,OEM-5420194,Électrique,Alternateur 140A (Delphi),Delphi,B-37-10-L2-E,12,12,3,9,3,37.68,55.84,38,A
WAT-42792,OEM-7318055,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,B-23-02-L1-E,4,4,2,6,3,168.23,263.24,42,C
STR-42793,OEM-2182716,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,B-20-03-L3-D,8,8,0,5,3,187.71,273.86,36,C
ROT-42794,OEM-1002717,Freinage,Plaquettes AR (Ferodo),Ferodo,C-01-02-L2-B,15,15,13,3,1,155.97,222.94,43,A
BEL-42795,OEM-8683192,Moteur & Refroidissement,Radiateur alu (Gates),Gates,D-09-04-L1-B,12,12,2,7,4,41.86,59.21,25,C
RAD-42796,OEM-8276277,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,B-07-01-L3-C,6,6,4,12,4,195.93,340.88,25,C
FLT-42797,OEM-2476901,Filtration,Filtre à air (Purflux),Purflux,C-10-08-L1-C,51,51,7,30,8,13.72,21.09,19,C
BRK-42798,OEM-9410548,Freinage,Étrier reconditionné (Bosch),Bosch,A-06-02-L4-E,32,32,6,25,5,26.69,36.42,18,C
RAD-42799,OEM-8454102,Moteur & Refroidissement,Kit distribution + pompe (Gates),Gates,B-18-08-L2-C,14,14,5,8,4,86.46,140.72,23,C
CAL-42800,OEM-1801015,Freinage,Étrier reconditionné (Brembo),Brembo,A-13-04-L2-D,13,13,13,7,2,82.16,119.18,28,C
STR-42801,OEM-6457652,Suspension,Rotule de direction (Bilstein),Bilstein,A-15-05-L3-C,13,13,4,8,4,187.0,284.74,31,A
ALT-42802,OEM-6478099,Électrique,Bobine d'allumage (Valeo),Valeo,A-18-05-L2-C,12,12,6,4,1,173.3,302.19,28,C
SEN-42803,OEM-6646590,Électrique,Capteur vilebrequin (NGK),NGK,D-04-01-L4-B,13,13,3,20,7,217.38,308.88,19,C
ARM-42804,OEM-6041741,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,C-09-05-L4-A,80,80,10,25,8,121.65,199.36,17,C
SEN-42805,OEM-2793962,Électrique,Alternateur 140A (NGK),NGK,A-17-09-L2-B,10,11,9,6,1,33.7,57.13,22,C
CAB-42806,OEM-3037219,Filtration,Filtre habitacle charbon (Mahle),Mahle,B-37-04-L4-B,60,60,5,26,6,23.52,34.27,9,A
BRK-42807,OEM-3162633,Freinage,Disque ventilé (Bosch),Bosch,A-13-13-L1-B,11,11,10,4,2,95.98,138.15,39,A
CAB-42808,OEM-6683622,Filtration,Filtre à huile (Purflux),Purflux,B-16-03-L4-E,405,405,4,97,33,35.6,56.26,5,B
AIR-42809,OEM-1434353,Filtration,Filtre carburant diesel (Wix),Wix,B-26-03-L3-E,4,4,3,4,2,33.36,53.12,39,C
RAD-42810,OEM-9855823,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,C-04-08-L3-D,19,19,12,29,18,166.57,235.25,21,C
FLT-42811,OEM-2790687,Filtration,Filtre carburant diesel (Bosch),Bosch,D-01-04-L4-C,13,13,9,3,1,12.67,17.33,37,C
BRK-42812,OEM-8841978,Freinage,Étrier reconditionné (TRW),TRW,C-03-01-L1-E,1,1,0,4,2,126.8,209.3,31,C
ALT-42813,OEM-5928563,Électrique,Alternateur 140A (Delphi),Delphi,A-12-09-L1-C,83,83,2,77,31,37.05,55.35,5,C
STR-42814,OEM-8540431,Électrique,Bobine d'allumage (Bosch),Bosch,A-12-15-L2-D,7,7,4,8,3,275.87,395.8,43,C
CAB-42815,OEM-7352466,Filtration,Filtre habitacle charbon (Purflux),Purflux,A-15-07-L4-B,12,12,11,11,3,29.91,46.98,23,C
CAB-42816,OEM-3211626,Filtration,Filtre habitacle charbon (Mann-Filter),Mann-Filter,B-17-09-L3-C,73,73,12,37,13,32.34,53.98,20,C
SEN-42817,OEM-7425076,Électrique,Démarreur 1.8kW (Bosch),Bosch,B-04-07-L4-A,324,324,0,69,24,216.72,305.0,9,C
BRK-42818,OEM-8613336,Freinage,Plaquettes AV (Textar),Textar,B-15-08-L3-A,27,27,12,38,13,39.16,66.36,17,B
SUS-42819,OEM-3665407,Suspension,Bras oscillant inférieur (Moog),Moog,C-03-02-L1-A,12,12,8,8,3,82.6,118.4,39,C
CAL-42820,OEM-2402026,Freinage,Plaquettes AR (Brembo),Brembo,A-10-12-L3-A,115,115,10,80,23,111.41,162.02,10,C
RAD-42821,OEM-7277346,Moteur & Refroidissement,Courroie accessoire (Continental),Continental,A-09-05-L1-B,80,80,14,69,30,65.85,93.61,8,C
CAL-42822,OEM-2294369,Freinage,Plaquettes AV (Textar),Textar,C-08-02-L1-C,284,284,14,92,55,46.49,76.95,5,C
SUS-42823,OEM-8715686,Suspension,Rotule de direction (Monroe),Monroe,C-06-03-L4-B,4,4,0,6,3,147.51,199.71,39,A
WAT-42824,OEM-4282698,Moteur & Refroidissement,Radiateur alu (SKF),SKF,A-01-03-L3-A,8,8,0,11,3,92.11,136.72,35,C
RAD-42825,OEM-1110286,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,C-07-06-L2-B,14,14,12,4,2,100.97,149.83,45,B
ROT-42826,OEM-1964490,Freinage,Étrier reconditionné (Brembo),Brembo,B-04-03-L1-C,24,24,14,41,15,130.14,203.62,10,C
SUS-42827,OEM-9706516,Suspension,Bras oscillant inférieur (Bilstein),Bilstein,B-24-02-L1-A,3,3,0,7,2,78.01,128.92,24,C
CAL-42828,OEM-6026135,Freinage,Disque ventilé (Brembo),Brembo,B-32-08-L2-D,406,406,1,69,25,127.29,174.19,6,C
CAL-42829,OEM-5114486,Freinage,Étrier reconditionné (Brembo),Brembo,C-17-10-L4-C,7,7,3,8,4,30.63,41.41,15,B
CAL-42830,OEM-8080699,Freinage,Étrier reconditionné (TRW),TRW,A-16-10-L1-D,3,3,3,4,2,151.7,259.46,14,A
SUS-42831,OEM-5994949,Suspension,Ressort hélicoïdal (Sachs),Sachs,C-07-08-L2-A,14,14,11,11,3,143.42,234.84,34,A
ARM-42832,OEM-8630245,Suspension,Amortisseur bitube (Monroe),Monroe,B-11-05-L2-D,14,14,11,6,3,180.98,302.61,21,C
STR-42833,OEM-9997292,Suspension,Rotule de direction (Bilstein),Bilstein,C-11-04-L1-D,9,9,2,10,3,45.87,75.36,43,A
CAB-42834,OEM-1750400,Filtration,Filtre à air (Purflux),Purflux,A-11-13-L4-B,16,16,0,32,6,6.42,9.73,8,A
CAB-42835,OEM-2571396,Filtration,Filtre habitacle charbon (Bosch),Bosch,A-10-15-L2-D,14,14,0,5,2,17.47,26.56,40,A
ALT-42836,OEM-4419760,Électrique,Démarreur 1.8kW (Delphi),Delphi,B-13-08-L1-A,6,6,4,4,2,178.75,300.23,44,C
AIR-42837,OEM-8139304,Filtration,Filtre à air (Mahle),Mahle,A-11-11-L2-B,5,5,3,6,3,32.59,52.77,26,C
BRK-42838,OEM-3108991,Freinage,Flexible de frein (TRW),TRW,B-38-02-L3-E,29,29,5,29,19,140.97,204.61,17,C
AIR-42839,OEM-5773227,Filtration,Filtre à huile (Purflux),Purflux,D-10-03-L1-A,53,53,6,36,19,35.54,48.61,9,C
STR-42840,OEM-6824382,Électrique,Capteur vilebrequin (NGK),NGK,B-20-10-L2-B,15,15,15,31,10,46.63,80.41,14,C
STR-42841,OEM-6300526,Électrique,Démarreur 1.8kW (Denso),Denso,A-06-04-L3-B,13,13,3,10,2,78.85,111.95,39,C
ARM-42842,OEM-8624080,Suspension,Bras oscillant inférieur (Sachs),Sachs,A-20-15-L2-B,15,15,1,7,1,108.08,169.9,27,A
STR-42843,OEM-5849390,Électrique,Alternateur 140A (Denso),Denso,C-08-03-L1-A,22,22,6,32,10,169.33,273.07,17,C
FLT-42844,OEM-8340000,Filtration,Filtre carburant diesel (Bosch),Bosch,A-18-15-L2-A,82,82,14,125,48,20.12,31.06,9,C
ALT-42845,OEM-7830380,Électrique,Démarreur 1.8kW (Valeo),Valeo,B-25-10-L3-A,13,13,3,5,1,35.54,54.63,23,C
CAL-42846,OEM-4980296,Freinage,Disque ventilé (Bosch),Bosch,D-09-06-L3-C,15,15,3,35,7,57.27,91.18,19,C
STR-42847,OEM-4624484,Électrique,Capteur vilebrequin (Delphi),Delphi,C-10-03-L1-E,11,11,4,12,4,80.62,125.93,32,C
STR-42848,OEM-3031674,Suspension,Rotule de direction (Sachs),Sachs,C-04-04-L1-E,27,27,7,50,20,23.45,34.46,21,C
CAL-42849,OEM-6367492,Freinage,Plaquettes AR (Textar),Textar,C-18-05-L4-E,73,73,0,27,16,83.65,139.41,14,A
CAB-42850,OEM-4997078,Filtration,Filtre habitacle charbon (Bosch),Bosch,A-19-14-L1-B,5,5,4,5,2,14.85,21.29,16,C
BEL-42851,OEM-5400273,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,B-24-09-L2-A,293,293,0,90,52,167.38,261.18,9,C
CAL-42852,OEM-1260382,Freinage,Plaquettes AR (Ferodo),Ferodo,B-31-06-L2-B,293,293,8,131,57,75.3,108.12,8,C
SUS-42853,OEM-7092891,Suspension,Bras oscillant inférieur (Moog),Moog,C-19-10-L4-A,12,12,11,9,4,70.45,114.68,17,C
BEL-42854,OEM-8854324,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,B-32-05-L4-A,71,71,7,24,13,158.0,252.65,8,A
CAB-42855,OEM-5697684,Filtration,Filtre carburant diesel (Purflux),Purflux,A-06-11-L2-D,74,74,15,60,29,10.11,14.92,6,C
RAD-42856,OEM-1374766,Moteur & Refroidissement,Radiateur alu (SKF),SKF,A-14-06-L4-E,20,20,5,36,8,128.83,216.05,18,C
BEL-42857,OEM-1700278,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,C-19-01-L4-B,8,8,7,9,3,26.59,38.36,29,A
FLT-42858,OEM-1385222,Filtration,Filtre à huile (Mahle),Mahle,C-18-01-L3-D,14,14,1,5,2,17.98,28.85,21,C
RAD-42859,OEM-2113387,Moteur & Refroidissement,Kit distribution + pompe (Gates),Gates,C-05-02-L1-B,12,12,12,4,1,27.34,41.59,44,C
SUS-42860,OEM-1716517,Suspension,Amortisseur bitube (Bilstein),Bilstein,D-04-07-L4-B,13,13,11,4,1,65.69,97.24,31,C
ARM-42861,OEM-5153328,Suspension,Ressort hélicoïdal (KYB),KYB,C-08-09-L2-C,262,262,5,79,21,32.96,48.99,4,C
BEL-42862,OEM-1126810,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,A-06-14-L4-B,15,15,4,8,2,43.61,64.34,22,A
CAL-42863,OEM-1848724,Freinage,Étrier reconditionné (Brembo),Brembo,B-28-03-L4-D,11,11,1,6,3,121.1,210.58,19,C
SEN-42864,OEM-9962202,Électrique,Capteur vilebrequin (Bosch),Bosch,B-21-07-L1-D,390,390,5,64,32,163.22,244.25,7,B
STR-42865,OEM-6094927,Suspension,Bras oscillant inférieur (KYB),KYB,D-09-07-L3-B,57,57,13,40,12,179.69,311.13,12,B
BEL-42866,OEM-4838765,Moteur & Refroidissement,Thermostat piloté (SKF),SKF,B-13-06-L2-E,415,415,6,64,20,157.77,237.16,9,A
CAB-42867,OEM-5542854,Filtration,Filtre à huile (Purflux),Purflux,A-04-01-L2-B,10,10,4,12,4,16.6,25.42,36,C
WAT-42868,OEM-7818155,Moteur & Refroidissement,Kit distribution + pompe (Valeo),Valeo,A-05-11-L2-B,29,29,8,37,11,185.31,296.09,9,C
STR-42869,OEM-6418651,Suspension,Bras oscillant inférieur (Sachs),Sachs,A-05-06-L1-E,1,1,0,7,1,170.12,271.8,28,A
SEN-42870,OEM-7530006,Électrique,Sonde Lambda amont (Bosch),Bosch,A-13-07-L1-D,76,76,4,38,19,84.03,126.1,10,C
AIR-42871,OEM-8486421,Filtration,Filtre carburant diesel (Purflux),Purflux,B-11-05-L2-A,7,7,1,3,1,19.95,32.52,37,C
STR-42872,OEM-9586967,Suspension,Rotule de direction (Bilstein),Bilstein,C-08-04-L1-D,38,38,2,48,20,97.83,134.18,16,A
CAB-42873,OEM-5219450,Filtration,Filtre carburant diesel (Mahle),Mahle,B-29-02-L4-B,41,41,3,33,18,34.69,57.29,20,C
SUS-42874,OEM-7829823,Suspension,Amortisseur bitube (Bilstein),Bilstein,A-01-05-L2-D,6,6,6,10,3,132.72,208.6,32,C
SUS-42875,OEM-3083333,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,B-06-09-L2-B,37,37,15,21,6,55.85,76.64,11,C
RAD-42876,OEM-4653702,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,B-03-01-L2-D,209,209,15,56,25,46.45,65.45,9,A
BRK-42877,OEM-1960626,Freinage,Plaquettes AR (Brembo),Brembo,B-14-09-L2-A,9,9,5,3,1,101.92,149.07,20,C
AIR-42878,OEM-3598487,Filtration,Filtre habitacle charbon (Bosch),Bosch,B-17-01-L3-B,2,2,2,10,3,4.12,6.13,42,A
FLT-42879,OEM-2290205,Filtration,Filtre à huile (Wix),Wix,D-06-05-L1-D,11,11,5,6,3,29.13,45.27,35,B
CAL-42880,OEM-5434954,Freinage,Plaquettes AR (Ferodo),Ferodo,B-24-04-L3-A,52,52,2,21,11,27.48,41.91,8,C
CAL-42881,OEM-2416378,Freinage,Flexible de frein (Textar),Textar,C-11-02-L4-D,8,8,4,5,1,134.2,233.67,30,C
CAB-42882,OEM-5990881,Filtration,Filtre à huile (Mahle),Mahle,A-12-07-L1-A,380,380,8,87,31,4.84,8.32,8,C
BRK-42883,OEM-1776125,Freinage,Disque ventilé (Bosch),Bosch,C-05-05-L3-E,10,10,8,5,2,32.55,45.48,17,A
SEN-42884,OEM-1357146,Électrique,Alternateur 140A (Valeo),Valeo,B-35-05-L4-B,54,54,0,74,23,36.77,50.9,7,C
ARM-42885,OEM-1213121,Suspension,Rotule de direction (Moog),Moog,B-20-10-L1-D,12,12,8,7,2,36.48,56.81,16,C
RAD-42886,OEM-3012588,Moteur & Refroidissement,Radiateur alu (Continental),Continental,B-31-08-L1-A,133,133,13,81,29,116.9,173.52,9,A
SEN-42887,OEM-1217145,Électrique,Bobine d'allumage (Delphi),Delphi,A-20-15-L4-B,34,34,8,38,19,249.85,396.91,19,C
CAL-42888,OEM-2247623,Freinage,Étrier reconditionné (Bosch),Bosch,B-05-09-L4-D,274,274,11,98,59,133.86,210.5,7,C
CAL-42889,OEM-6732410,Freinage,Plaquettes AV (Textar),Textar,B-19-10-L4-A,2,2,2,11,4,54.71,90.66,32,B
STR-42890,OEM-4139101,Électrique,Bobine d'allumage (Denso),Denso,A-13-09-L1-E,5,5,2,11,4,61.42,101.91,28,C
BEL-42891,OEM-3815233,Moteur & Refroidissement,Thermostat piloté (Valeo),Valeo,A-15-15-L2-B,48,48,4,44,14,63.56,88.3,18,C
SEN-42892,OEM-8467152,Électrique,Démarreur 1.8kW (Delphi),Delphi,A-18-02-L1-C,12,12,1,10,3,124.05,211.08,19,C
ROT-42893,OEM-5165998,Freinage,Flexible de frein (Textar),Textar,D-04-06-L3-D,58,58,7,27,14,120.29,203.04,10,A
WAT-42894,OEM-1551786,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,A-18-03-L3-A,7,7,3,8,2,174.49,298.63,37,C
ARM-42895,OEM-2518560,Suspension,Bras oscillant inférieur (KYB),KYB,B-20-01-L3-A,5,5,0,9,4,50.8,74.31,22,C
BEL-42896,OEM-5176050,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,A-06-13-L4-D,50,50,6,37,13,208.56,328.35,14,C
BRK-42897,OEM-3275897,Freinage,Étrier reconditionné (Brembo),Brembo,B-09-01-L4-E,54,54,15,30,17,118.28,166.03,10,C
WAT-42898,OEM-5579250,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,C-08-01-L4-C,6,6,0,9,4,119.18,176.02,24,C
BEL-42899,OEM-1759779,Moteur & Refroidissement,Courroie accessoire (Gates),Gates,A-06-03-L1-A,5,5,1,6,4,85.11,124.95,36,C
WAT-42900,OEM-7751630,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,D-04-08-L2-C,2,2,0,6,3,230.89,366.19,18,B
AIR-42901,OEM-4800599,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,A-19-03-L4-E,79,79,3,30,14,37.22,51.6,10,B
SEN-42902,OEM-8470079,Électrique,Sonde Lambda amont (Denso),Denso,A-17-01-L4-E,142,142,11,93,23,135.47,214.66,6,C
BRK-42903,OEM-2792231,Freinage,Plaquettes AR (TRW),TRW,A-06-04-L4-B,12,12,2,10,3,27.79,46.0,31,C
STR-42904,OEM-3671496,Électrique,Sonde Lambda amont (NGK),NGK,B-25-01-L2-C,206,206,9,99,27,36.76,55.4,10,C
SEN-42905,OEM-2161848,Électrique,Bobine d'allumage (Bosch),Bosch,C-08-04-L4-E,1,1,0,6,3,143.44,218.7,37,C
ROT-42906,OEM-6240450,Freinage,Plaquettes AR (Bosch),Bosch,A-12-15-L2-E,217,217,1,107,29,125.38,191.73,8,A
SUS-42907,OEM-8063639,Suspension,Ressort hélicoïdal (Sachs),Sachs,D-07-01-L1-E,11,11,11,18,6,205.14,334.74,7,C
RAD-42908,OEM-7339019,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,A-07-10-L1-E,49,49,8,30,16,188.79,275.43,18,C
FLT-42909,OEM-2756782,Filtration,Filtre à huile (Purflux),Purflux,B-10-02-L3-A,62,62,11,37,14,28.98,45.61,9,C
CAL-42910,OEM-7288417,Freinage,Flexible de frein (Ferodo),Ferodo,B-20-04-L4-D,79,79,1,22,5,148.53,254.77,8,C
BEL-42911,OEM-9012718,Moteur & Refroidissement,Thermostat piloté (Nissens),Nissens,A-03-07-L1-B,57,57,15,46,18,97.48,162.58,18,C
SUS-42912,OEM-7920530,Suspension,Rotule de direction (Monroe),Monroe,A-08-06-L1-A,31,31,3,19,9,112.17,184.85,16,C
BRK-42913,OEM-3244888,Freinage,Disque ventilé (TRW),TRW,A-01-12-L2-A,13,13,10,8,3,30.57,47.14,23,A
CAL-42914,OEM-9910697,Freinage,Étrier reconditionné (Textar),Textar,B-23-08-L2-E,7,7,7,11,3,19.95,27.36,44,C
ARM-42915,OEM-2905076,Suspension,Rotule de direction (Bilstein),Bilstein,C-16-05-L3-D,7,7,0,7,4,148.16,232.11,14,A
STR-42916,OEM-1721004,Électrique,Sonde Lambda amont (Valeo),Valeo,C-18-05-L1-A,448,453,14,96,43,124.04,172.79,6,C
CAL-42917,OEM-6796952,Freinage,Étrier reconditionné (Textar),Textar,B-18-03-L3-D,4,4,1,9,4,20.16,31.55,38,C
ARM-42918,OEM-1510965,Suspension,Amortisseur bitube (Sachs),Sachs,B-15-04-L4-D,10,10,1,6,4,36.86,54.54,25,A
SUS-42919,OEM-4555020,Suspension,Ressort hélicoïdal (Sachs),Sachs,A-04-04-L4-B,83,83,5,105,48,209.02,296.34,9,C
AIR-42920,OEM-7938262,Filtration,Filtre à air (Wix),Wix,A-02-08-L3-A,12,12,0,9,4,27.61,44.73,43,C
BEL-42921,OEM-4184021,Moteur & Refroidissement,Thermostat piloté (Valeo),Valeo,C-18-06-L2-C,105,105,0,66,35,27.12,38.64,9,C
ALT-42922,OEM-3024298,Électrique,Capteur vilebrequin (NGK),NGK,B-19-09-L1-C,13,13,10,10,3,110.46,184.91,24,C
SUS-42923,OEM-1968365,Suspension,Rotule de direction (Moog),Moog,A-01-14-L4-C,19,19,6,21,7,55.49,75.92,14,C
CAB-42924,OEM-5632228,Filtration,Filtre à air (Mann-Filter),Mann-Filter,A-01-15-L4-B,14,14,8,8,2,27.19,44.53,45,C
WAT-42925,OEM-1168013,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,B-27-09-L1-A,3,3,2,8,3,239.52,352.85,38,C
SUS-42926,OEM-9071716,Suspension,Rotule de direction (Sachs),Sachs,B-23-04-L2-E,5,5,2,7,3,103.32,151.0,36,A
ALT-42927,OEM-7074040,Électrique,Alternateur 140A (Valeo),Valeo,B-22-01-L4-D,340,340,6,99,50,142.34,247.97,4,C
ALT-42928,OEM-5701382,Électrique,Alternateur 140A (Delphi),Delphi,B-05-06-L2-E,14,14,13,6,3,82.62,131.84,44,A
SEN-42929,OEM-8241619,Électrique,Alternateur 140A (Denso),Denso,A-18-05-L2-D,45,45,3,23,12,114.99,157.67,16,C
SEN-42930,OEM-9932471,Électrique,Capteur vilebrequin (Valeo),Valeo,A-11-10-L4-E,14,14,2,45,18,308.28,478.07,8,C
AIR-42931,OEM-4289353,Filtration,Filtre habitacle charbon (Purflux),Purflux,C-09-09-L3-B,4,4,1,3,1,30.93,53.39,39,C
CAB-42932,OEM-2428694,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,B-25-09-L2-A,51,51,8,39,18,16.83,25.23,13,C
ROT-42933,OEM-3307768,Freinage,Flexible de frein (Brembo),Brembo,B-11-07-L4-E,3,3,3,9,1,105.2,174.94,27,C
SEN-42934,OEM-4692350,Électrique,Démarreur 1.8kW (Valeo),Valeo,B-38-01-L1-B,37,37,4,22,9,215.11,304.31,18,A
STR-42935,OEM-1776229,Électrique,Sonde Lambda amont (Denso),Denso,B-01-05-L3-D,8,8,5,5,3,113.98,196.42,34,C
RAD-42936,OEM-8894776,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,C-01-07-L2-E,298,298,2,86,49,154.05,211.3,7,C
ARM-42937,OEM-4312107,Suspension,Rotule de direction (Moog),Moog,D-10-03-L3-A,79,79,4,41,14,82.43,118.36,13,C
ALT-42938,OEM-9961067,Électrique,Démarreur 1.8kW (Bosch),Bosch,B-39-09-L4-C,60,60,11,30,12,221.55,320.76,7,B
ALT-42939,OEM-5222898,Électrique,Démarreur 1.8kW (NGK),NGK,C-09-04-L3-E,9,9,9,7,4,109.62,179.02,34,C
ALT-42940,OEM-2145865,Électrique,Bobine d'allumage (NGK),NGK,D-07-09-L2-D,3,3,2,9,2,239.74,391.57,15,B
ARM-42941,OEM-1838673,Suspension,Amortisseur bitube (Sachs),Sachs,B-08-10-L4-E,1,1,0,10,2,113.84,173.74,15,C
STR-42942,OEM-5513602,Électrique,Bobine d'allumage (Denso),Denso,C-06-07-L3-C,4,4,3,10,3,140.97,194.02,18,C
FLT-42943,OEM-1492585,Filtration,Filtre carburant diesel (Mahle),Mahle,C-12-09-L1-C,11,11,8,4,2,17.69,24.68,24,B
ALT-42944,OEM-2883584,Électrique,Capteur vilebrequin (Bosch),Bosch,A-16-10-L2-C,23,23,8,38,13,141.69,236.88,20,B
WAT-42945,OEM-4333309,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,C-15-10-L3-E,6,6,2,3,1,166.76,226.31,44,A
SEN-42946,OEM-5952882,Électrique,Alternateur 140A (Valeo),Valeo,B-27-02-L1-A,299,299,14,90,30,167.79,275.3,10,C
WAT-42947,OEM-8453121,Moteur & Refroidissement,Thermostat piloté (Nissens),Nissens,A-08-07-L2-C,7,7,5,5,2,15.3,20.7,14,C
RAD-42948,OEM-7623124,Moteur & Refroidissement,Courroie accessoire (Continental),Continental,C-07-08-L1-C,27,27,5,21,6,172.57,233.77,21,B
ARM-42949,OEM-8442034,Suspension,Amortisseur bitube (Bilstein),Bilstein,B-27-06-L1-E,35,35,9,48,19,156.14,246.11,17,B
ARM-42950,OEM-7784411,Suspension,Bras oscillant inférieur (Moog),Moog,B-26-09-L1-B,12,12,7,5,2,175.84,301.5,20,C
ALT-42951,OEM-4382735,Électrique,Sonde Lambda amont (Delphi),Delphi,C-08-05-L1-D,47,47,15,30,19,30.19,43.63,18,A
